Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis
to break;(zer)brechen, hier auch: neu aufstellen;aktiv;6/C2;II;irr;He was the fastest. He even *broke* the school record.;ID 4754616
record;Rekord;passiv;6/C2;II;s;He was the fastest. He even broke the school record.;ID 4754616
the furthest;am weitesten;passiv;6/C2;II;ph;;
to put;setzen, legen, hier: bringen;aktiv;6/C2;II;irr;;
lead;Leine, hier: Führung;passiv;6/C2;II;s;;
high jump (no pl);Hochsprung;passiv;6/C2;II;s;;
relay (race);Staffellauf;passiv;6/C2;II;s;;
neck and neck;Kopf an Kopf;passiv;6/C2;II;ph;;
to depend (on);abhängen (von);aktiv;6/C2;II;v;Why not go swimming tomorrow? – Hmm, it *depends on* the weather.;
to be in the lead;in Führung sein;passiv;6/C2;II;ph;;
to overtake;überholen, einholen;aktiv;6/C2;II;irr;Lisa ran faster and she *overtook* the other girls.;
to gain;bekommen, erreichen, gewinnen;passiv;6/C2;II;v;;
as usual;wie üblich;passiv;6/C2;II;ph;;
competitive;konkurrierend, kampfbereit;aktiv;6/C2;II;a;Gina is very *competitive*. She always wants to win.;
serious;ernst;aktiv;6/C2;II;a;;
outstanding;außergewöhnlich, bemerkenswert, hervorragend;aktiv;6/C2;II;a;Their performance was *outstanding*.;
to come;kommen, hier: werden;aktiv;6/C3;II;irr;;
to train;trainieren;aktiv;6/C3;II;v;Alex *trains* three days a week.;
to promise;versprechen;aktiv;6/C3;II;v;;ID 1389818
victory;Sieg;aktiv;6/C4;II;s;They won the match. It was a great *victory*!;
at least;mindestens, wenigstens;aktiv;6/C4;II;ph;It’s raining. *At least* it’s not cold.;
confident;zuversichtlich, selbstsicher, selbstbewusst;aktiv;6/C4;II;a;;
to chant;singen, im Sprechchor rufen;passiv;6/C4;II;v;;
nothing;nichts;aktiv;6/C4;II;p;Lisa really wants to run the 100m. *Nothing* can stop her.;
to give up;aufgeben, resignieren;aktiv;6/C4;II;irr;After 3000m she was really tired but she didn’t *give up*.;
to give in;nachgeben, aufgeben;passiv;6/C4;II;irr;;
to fight;(be)kämpfen;aktiv;6/C4;II;irr;Four teams *are fighting* to gain first place.;
field;Wiese, Feld, hier: Spielfeld;passiv;6/C4;II;s;;
jump;Sprung, Satz;passiv;6/C4;II;s;;
enthusiastic;enthusiastisch, begeistert;aktiv;6/C4;II;a;All the fans were *enthusiastic*.;
loudspeaker;Lautsprecher;passiv;6/C4;II;s;;
rather;ziemlich, recht;aktiv;6/C4;II;av;Carla looked *rather* pale.;
pale;blass, bleich;passiv;6/C4;II;a;;
to join;verbinden, hier: sich gesellen;aktiv;6/C4;II;v;Let’s *join* the others.;
starting line;Startlinie;passiv;6/C4;II;s;;
seat;(Sitz)platz;aktiv;6/C4;II;s;;
to cross one's fingers for luck;die Daumen drücken;passiv;6/C4;II;v;;
to come on;anfangen, beginnen, angehen;passiv;6/C4;II;irr;;
On your marks, get set, go!;Auf die Plätze, fertig, los!;passiv;6/C4;II;ph;;
mad;wahnsinnig, verrückt;aktiv;6/C4;II;a;;
track;Weg, Pfad, (Lauf)bahn;passiv;6/C4;II;s;;
rival;Rivale/Rivalin, Konkurrent/in;aktiv;6/C4;II;s;Sue was Sandra’s main *rival*.;
to keep up;hochhalten, hier: dranbleiben;passiv;6/C4;II;irr;;
way;Weg, hier: Möglichkeit;passiv;6/C4;II;s;;
finishing line;Ziellinie;passiv;6/C4;II;s;;
dramatic;dramatisch, hier: theatralisch;passiv;6/C4;II;a;;
Typical! (informal);Typisch!;passiv;6/C4;II;i;;
to come in;hereinkommen, hier: ins Ziel einlaufen;passiv;6/C4;II;irr;;
to hug;umarmen;passiv;6/C4;II;v;;
impatient;ungeduldig;aktiv;6/C4;II;a;Hurry up! – Don’t be so *impatient*.;
to announce;bekanntgeben, verkünden;passiv;6/C4;II;v;;
than ever;als jemals zuvor;passiv;6/C4;II;ph;;
to pronounce;aussprechen;aktiv;6/C5;II;v;Some names are difficult to *pronounce*.;
stress;Betonung;passiv;6/C5;II;s;;
to swim;schwimmen;aktiv;6/C7;II;irr;She *is swimming* very fast.;ID 1394783
chant;(Sprech)gesang Sprechchor;passiv;6/C8;II;s;;
rhyming;Reim-;passiv;6/C8;II;a;;
to repeat;wiederholen, hier: nachsprechen;aktiv;6/C8;II;v;The pupils carefully *repeated* the words.;
never ever;nie im Leben, niemals;passiv;6/C8;II;ph;;
to beat;schlagen, übertreffen;aktiv;6/C8;II;irr;Arsenal *has beaten* Liverpool 2-1.;
to defeat;besiegen, schlagen;passiv;6/C8;II;v;;
to improve;(sich) verbessern, besser werden;aktiv;6/C8;II;v;to *improve* = to get better;
thought;Gedanke;aktiv;6/C9;II;s;What are your *thoughts* on this topic?;
opinion;Meinung, Ansicht, Standpunkt;aktiv;6/C9;II;s;;
point of view;Ansicht, Einstellung, Perspektive;passiv;6/C9;II;s;;
ambitious;ehrgeizig;aktiv;6/C9;II;a;Lisa wants to win every race. She’s very *ambitious*.;
frustrated;frustriert;aktiv;6/C9;II;a;Caroline came in second. She was very *frustrated*.;
determined;entschlossen;aktiv;6/C9;II;a;;
relaxed;entspannt, locker;aktiv;6/C9;II;a;She was rather nervous. She wasn’t *relaxed* at all.;
jealous;eifersüchtig, neidisch;aktiv;6/C9;II;a;;
emotional;emotional, gefühlvoll;aktiv;6/C9;II;a;;
to be on the move (irr);unterwegs sein, sich im Umbruch befinden;passiv;1/A;III;ph;;
agony aunt;Briefkastentante, Kummerkastentante;passiv;1/A;III;s;;
kind;Art, Sorte;passiv;1/A1;III;s;;
might;könnte;aktiv;1/A1;III;v;It might rain later. = Maybe it’s going to rain.;
to get married (irr), to marry;heiraten;aktiv;1/A1;III;ph;Zoe and Tim are getting married.;ID 6051307
to split up (irr);(auf)teilen, hier: sich trennen;aktiv;1/A1;III;v;Sarah and her boyfriend split up yesterday. They had a terrible argument.;
boyfriend;Freund;aktiv;1/A1;III;s;boyfriend ↔ girlfriend;
to meet (irr);(sich) treffen, hier: kennenlernen;aktiv;1/A1;III;v;Zoe and Tim met in 2012.;
some;einige, etwas, hier: irgendein(e);aktiv;1/A1;III;a;;
Welshman;Waliser;passiv;1/A1;III;s;;
Yours;Mit freundlichen Grüßen, Viele Grüße;passiv;1/A1;III;ph;;
miserable;unglücklich, elend, armselig;aktiv;1/A1;III;a;I feel miserable.;ID 1389818
selfish;selbstsüchtig, egoistisch;aktiv;1/A1;III;a;A selfish person always thinks of himself first.;
desperate;verzweifelt;aktiv;1/A1;III;a;;
you see;weißt du, wisst ihr, wissen Sie;passiv;1/A1;III;ph;;
to support;(unter)stützen, hier: für jdn sein;aktiv;1/A1;III;v;I support Manchester United, but Sam supports Arsenal.;
to fall in love (with sb) (irr);sich (in jdn) verlieben;aktiv;1/A1;III;ph;Romeo and Juliet have fallen in love.;ID 633811
heart;Herz;aktiv;1/A1;III;s;;
to hang out with sb (irr);Zeit mit jdm verbringen;passiv;1/A1;III;ph;;
to make sb do sth (irr);jdn zu etwas bringen, jdn etwas tun lassen;aktiv;1/A1;III;ph;Peter makes me laugh. He can be so funny.;
heartbroken;todunglücklich, untröstlich;passiv;1/A1;III;a;;
to have a crush on (irr);verknallt sein in;passiv;1/A1;III;ph;;
difference;Unterschied, Verschiedenheit, Abweichung;aktiv;1/A1;III;s;There is a huge difference between rock and classical music.;
to forget about sth/sb (irr);etw/jdn vergessen;aktiv;1/A1;III;ph;You must forget about the boy.;
nobody;niemand, keiner;aktiv;1/A1;III;p;The room was empty. There was nobody there.;
to move on;weiterlaufen, hier: sich weiterentwickeln, weiterkommen;passiv;1/A1;III;ph;;
perfectly;vollkommen, perfekt;aktiv;1/A1;III;av;It’s perfectly normal to be nervous before an exam.;
obviously;offensichtlich, deutlich;aktiv;1/A1;III;av;Jeff is talking in class. He obviously isn’t listening to what the teacher is saying.;
on the one hand … on the other hand;einerseits … andererseits;aktiv;1/A1;III;ph;;
choice;Wahl;aktiv;1/A1;III;s;We have a choice between going to France or to Italy on our holiday.;
character;Charakter, Figur;aktiv;1/A2;III;s;Gordon was the best character in the book.;
guess;Vermutung, Annahme;aktiv;1/A2;III;s;I don’t know the answer. It’s just a guess.;
sense;Verstand, Sinn;aktiv;1/A2;III;s;Does the book make sense? – Yes, it does.;
to think of (irr);denken an, sich ausdenken, hier: halten von;aktiv;1/A3;III;v;;ID 3598411
following;folgende(r, s);aktiv;1/A3;III;a;The following words are adjectives: nice, bad, loud.;
helpful;hilfsbereit, hilfreich, nützlich;aktiv;1/A3;III;a;Jane’s advice was very helpful.;
amusing;amüsant, unterhaltsam;aktiv;1/A3;III;a;The clown was very amusing.;
to scan (for);absuchen (nach), überfliegen, (ein)scannen;aktiv;1/A4;III;v;Scan the page for the answer.;
to drop a bombshell (informal);die Bombe platzen lassen;passiv;1/B2;III;ph;;
to move house/home;umziehen;aktiv;1/B2;III;ph;We are moving house. We’re going to live in France.;
to move;(sich) bewegen, hier: (um)ziehen;aktiv;1/B2;III;v;;
visit;Besuch;aktiv;1/B2;III;s;;
pancake;Pfannkuchen, Omelette;passiv;1/B2;III;s;;
maple syrup (no pl);Ahornsirup;passiv;1/B2;III;s;;
to turn on;einschalten, aufdrehen, anmachen;aktiv;1/B2;III;ph;Can you turn on the radio, please?;
wedding;Hochzeit;aktiv;1/B2;III;s;A wedding is where two people get married.;
smile;Lächeln;aktiv;1/B2;III;s;;ID 1383684
to fight back (irr);zurückschlagen, unterdrücken;passiv;1/B2;III;v;;
tear;Träne;aktiv;1/B2;III;s;;ID 1389818
town;Stadt;aktiv;1/B2;III;s;I live in a small town.;
to suggest;vorschlagen;aktiv;1/B2;III;v;I don’t know what to do. Can you suggest an idea?;
to slam the door shut;die Tür zuschlagen;passiv;1/B2;III;ph;;
coffee;Kaffee;aktiv;1/B2;III;s;;ID 6051306
to take a deep breath (irr);tief Luft holen;passiv;1/B2;III;ph;;
to feel for sb (irr);mit jdm Mitgefühl/Mitleid haben;passiv;1/B2;III;ph;;
while (no pl);Weile;passiv;1/B2;III;s;;
palaeontologist;Paläontologe/Paläontologin;passiv;1/B2;III;s;;
to ignore;ignorieren, nicht beachten;aktiv;1/B2;III;v;Please don’t ignore me. I’m talking to you.;
tense;angespannt;aktiv;1/B2;III;a;They couldn’t agree on anything, so the atmosphere became very tense.;
originally;ursprünglich;aktiv;1/B2;III;av;Originally Tom wanted to become a teacher, but then he changed his mind.;
to expect/to have a baby;ein Baby bekommen;passiv;1/B2;III;ph;;
state of shock;Schockzustand;passiv;1/B2;III;s;;
as if;als ob;aktiv;1/B2;III;k;Look at the clouds. It looks as if it's going to rain.;
to share;teilen;aktiv;1/B2;III;v;Let’s share this cake. It’s too big for me.;
disappointment;Enttäuschung;aktiv;1/B2;III;s;Sam’s exam results were a disappointment.;
to kiss;küssen;aktiv;1/B2;III;v;;
cheek;Wange, Backe;passiv;1/B2;III;s;;
to turn away;sich abwenden, wegrücken;aktiv;1/B2;III;ph;He turned away so I couldn’t see his face.;
kitchen;Küche;aktiv;1/B2;III;s;The fridge is in the kitchen.;
even if;selbst wenn;passiv;1/B2;III;ph;;
relieved;erleichtert;aktiv;1/B2;III;a;Simon was relieved when the test was over.;
fine;in Ordnung, gut;aktiv;1/B2;III;a;I’m sure it will be fine.;
once;sobald;passiv;1/B2;III;k;;
point of view;Ansicht, Einstellung, Perspektive;aktiv;1/B2;III;s;point of view = opinion;
to correct;korrigieren;aktiv;1/B3;III;v;The teacher will correct the homework.;
criterion (pl criteria);Kriterium;passiv;1/B3;III;s;;
action;Handlung, Tat;aktiv;1/B4;III;s;;
as;als, hier:während;aktiv;1/B4;III;k;Kevin started to walk away as I was speaking.;
mood;Laune, Stimmung;aktiv;1/B6;III;s;My sister is always in a bad mood.;
impression;Eindruck;aktiv;1/B6;III;s;Tom was very friendly. He made a good impression.;
to illustrate;illustrieren, hier: verdeutlichen;aktiv;1/B6;III;v;;
simple;einfach;aktiv;1/B6;III;a;simple ↔ difficult;
to feel like doing sth (irr);Lust haben, etw zu tun;aktiv;1/B6;III;ph;I feel like watching a film.;
to break down (irr);stehen bleiben, versagen, zusammenbrechen;aktiv;1/B6;III;v;When Wayne heard the bad news, he broke down.;
to belong;(dazu)gehören;aktiv;1/B6;III;v;;
to feel lost (irr);sich verloren fühlen;aktiv;1/B6;III;ph;;
edge;Rand, Schwelle, Kante;passiv;1/B6;III;s;;
not ... either;auch nicht;aktiv;1/B8;III;ph;That’s not fair, either.;
darling;Liebling, Schatz, Schätzchen;passiv;1/B8;III;s;;
secret;Geheimnis, geheim, Geheim-;aktiv;1/B8;III;s/a;I hate keeping secrets from my best friend.;
from;von, aus, hier: vor;aktiv;1/B8;III;pr;I hate keeping secrets from my best friend.;
guy (informal);Kerl, Typ, Bursche;passiv;1/B8;III;s;;
I don't care;Mir ist es egal;aktiv;1/B8;III;ph;;
reasonable;vernünftig;passiv;1/B8;III;a;;
flat;(Etagen)wohnung, Mietwohnung;aktiv;1/B8;III;s;Karen lives in a small flat.;
to leave sb behind (irr);jdn zurücklassen;aktiv;1/B8;III;ph;Gillian’s mum didn’t want to leave her behind.;
to accept;annehmen, akzeptieren;aktiv;1/B8;III;v;Peter said sorry but Kim didn’t accept it.;
change;(Ver)änderung, Wechsel, Umstellung;aktiv;1/B11;III;s;She must accept the changes in her life.;
background;Hintergrund, Herkunft;aktiv;1/B11;III;s;;
to expect;erwarten, rechnen;aktiv;1/B11;III;v;The team didn’t play as well as expected.;
to take turns (irr);sich abwechseln;passiv;1/B11;III;ph;;
asap (= as soon as possible);so schnell wie möglich;passiv;1/C1;III;ph;;
survey;Umfrage;passiv;1/C2;III;s;;
to chat (to sb);(mit jdm) plaudern, chatten;aktiv;1/C3;III;v;The boys chat a lot.;ID 5433587
farewell;Abschied(s)-;passiv;1/C3;III;s;;
to work out;lösen, verstehen, herausfinden;aktiv;1/C3;III;ph;Can you work out the meaning of the word ’unbelievable’?;
all evening;den ganzen Abend;passiv;1/C3;III;ph;;
puppy;junger Hund, Welpe;passiv;1/C3;III;s;;
as well;auch;passiv;1/C3;III;av;;
as;als, hier: wie;aktiv;1/C3;III;k;It’s bad enough as it is.;
need (no pl);Bedarf, Notwendigkeit, Bedürfnis;aktiv;1/C3;III;s;There is no need to get angry.;
to upset (irr);in Aufregung versetzen, beunruhigen, aufwühlen;aktiv;1/C3;III;v;Kevin is very sad because his dog died. We shouldn’t upset him now.;
even;selbst, sogar, hier: noch;aktiv;1/C3;III;av;Sarah loves Scotland but she likes Wales even more.;
I got your point;ich hab' dich verstanden;passiv;1/C3;III;ph;;
file;(Akten)ordner, Unterlagen, hier: Datei;aktiv;1/C3;III;s;There are more than 5,000 files on Charlie’s computer.;
to come up with sth (irr);auf etw kommen, sich etw einfallen lassen;passiv;1/C3;III;ph;;
to express;ausdrücken, aussprechen;aktiv;1/C6;III;v;Everybody should be allowed to express their opinion.;
comment;Kommentar, Bemerkung;aktiv;1/C6;III;s;;
last;das letzte Mal, zuletzt;aktiv;1/C6;III;av;When Kim last saw Joe, he talked about his computer all the time.;
to feel sorry (irr);bedauern, leidtun;aktiv;1/C6;III;ph;Pia feels sorry for Ed because he is sad.;
sweet;süß;aktiv;1/C8;III;a;Sugar is sweet.;
whether;(egal) ob;passiv;1/C8;III;k;;
upbeat;optimistisch, fröhlich, beschwingt;passiv;1/C8;III;a;;
depressed;deprimiert;aktiv;1/C8;III;a;depressed ↔ happy;
catchy;eingängig, hier: einprägsam;aktiv;1/C8;III;a;The song has a catchy melody. It stays in your head all day.;
powerful;mächtig, hier: druckvoll;aktiv;1/C8;III;a;;
to sign;unterschreiben, unterzeichnen;aktiv;1/C8;III;v;You sign your letters with your name.;
BFF (= best friends forever);für immer beste Freundinnen/Freunde;passiv;1/C8;III;ph;;
ground;(Erd)boden, Erde;passiv;1/C8;III;s;;
to be out of sth (irr);kein(e, en) ... (mehr) haben;passiv;1/C8;III;ph;Sorry, we’re out of milk.;
earth (no pl);Erde;aktiv;1/C8;III;s;;ID 1395875
to hang on (irr);dranbleiben, sich festhalten, durchhalten;passiv;1/C8;III;v;;
to upload;hochladen;aktiv;1/C10;III;v;Can you upload your photos onto the website?;
brave;tapfer, mutig;aktiv;1/C10;III;a;brave = not scared;
fight;Kampf, hier: Streit;aktiv;1/C10;III;s;My sister and I had a terrible fight.;
over;hinüber, herüber;aktiv;1/C10;III;av;;
autograph;Autogramm;passiv;1/C10;III;s;;
the latest ...;der/die/das jüngste .../neueste ...;passiv;1/C10;III;ph;;
uncomfortable;unbequem, unwohl, unbehaglich;aktiv;1/C10;III;a;Pete felt very uncomfortable in his new trousers.;
float;Floß, hier: Karnevalswagen;passiv;1/C10;III;s;;
to take off (irr);abnehmen, ausziehen, abziehen;passiv;1/C10;III;v;;
memory;Gedächtnis, Andenken, Erinnerung;aktiv;1/C10;III;s;Carl has wonderful memories of his holiday in Scotland.;
to compliment sb;jdm ein Kompliment machen;passiv;1/C10;III;ph;;
particular;bestimmt, besondere(r, s), speziell;aktiv;1/C10;III;a;Sue likes this particular photo. It is her favourite.;ID 1389843
no longer;nicht mehr;passiv;1/C11;III;av;;
to make up (irr);erfinden, (sich) ausdenken;aktiv;1/C12;III;ph;I like to make up stories.;
mile;Meile (= 1,609 km);passiv;2/A1;III;s;;
population (no pl);Bevölkerung, Einwohnerzahl;aktiv;2/A1;III;s;The population of Wales is 3,064,000.;
railway;Gleise, Schienen, hier: (Eisen)bahn;aktiv;2/A1;III;s;I live next to the railway. I like watching the trains.;
motorway;Autobahn;aktiv;2/A1;III;s;You are not allowed to drive faster than 70 miles per hour on British motorways.;
lake;See;aktiv;2/A1;III;s;There are lots of boats on the lake.;
castle;Burg, Schloss;aktiv;2/A1;III;s;;ID 670322
to go for a walk (irr);einen Spaziergang machen;aktiv;2/A3;III;ph;;
walk;Spaziergang;aktiv;2/A3;III;s;;
location;Lage, (Stand)ort;passiv;2/A3;III;s;;
by the sea;am Meer;aktiv;2/A3;III;ph;Charlotte lives by the sea, so she goes swimming in the sea every day.;
west;Westen, westlich, West-;aktiv;2/A3;III;s/a;;ID 533948
south;Süden, südlich, Süd-;aktiv;2/A3;III;s/a;;ID 533948
east;Osten, östlich, Ost-;aktiv;2/A3;III;s/a;;ID 533948
seafront (no pl);Strandpromenade, Strand;passiv;2/A3;III;s;;
harbour;Hafen;aktiv;2/A3;III;s;A harbour is where ships stop.;
cliff;Klippe, Kliff;passiv;2/A3;III;s;;
to rise (irr);steigen, aufgehen, hochgehen, hier: sich erheben;aktiv;2/A3;III;v;The mountains rise up to the east.;
high street;Haupt(einkaufs)straße;aktiv;2/A3;III;s;There are lots of cool shops on the high street.;
region;Region, Gegend;aktiv;2/A3;III;s;A region is an area of land.;
moon;Mond;aktiv;2/A3;III;s;;ID 6109989
decision;Entscheidung, Entschluss;aktiv;2/B;III;s;Nick has made a decision. He’s going to learn Welsh.;
day school;Tagesschule;passiv;2/B2;III;s;;
boarding school;Internat;aktiv;2/B2;III;s;Meg goes to boarding school and comes home at the weekend.;
riding (no pl);Reiten;aktiv;2/B2;III;s;Mary goes riding as she loves horses.;
sailing (no pl);Segeln;passiv;2/B2;III;s;;
recording studio;Aufnahme-/Tonstudio;passiv;2/B2;III;s;;
student;Student/in, Schüler/in;aktiv;2/B2;III;s;Tom is a good student. He works hard at school.;
Welsh;Walisisch, walisisch;passiv;2/B2;III;s/a;;
extracurricular;außerhalb des Stundenplans, Wahl-;aktiv;2/B2;III;a;After school, Jane goes to book club and art club – those are her extracurricular activities.;
housemother, housefather, houseparents (only pl);Angestellte(r), der/die sich im Internat um die Schüler/innen eines Hauses kümmert/kümmern;passiv;2/B2;III;s;;
to do the laundry (irr);Wäsche waschen;passiv;2/B2;III;ph;;
per;pro;passiv;2/B2;III;pr;;
plenty of;viel;aktiv;2/B2;III;ph;There are plenty of things to do in London.;
choir;Chor;passiv;2/B2;III;s;;ID 6042156
creative;kreativ, schöpferisch;aktiv;2/B2;III;a;Carla is very creative. She likes art and writing poems.;
fee;Gebühr, Beitrag, Entgelt;aktiv;2/B2;III;s;It costs a lot of money to go to this school. The fees are very high.;
term;Semester, Periode, (Amts)zeit;aktiv;2/B2;III;s;Rebecca comes home from boarding school at the end of every term.;
side;Seite;aktiv;2/B2;III;s;It’s beautiful, with the sea on one side and mountains on the other.;
education;Bildung, Ausbildung;aktiv;2/B2;III;s;It is important to get a good education so you get a good job.;
may;können, dürfen, hier: vielleicht;aktiv;2/B2;III;v;It looks like it may rain later.;
laboratory;Labor;passiv;2/B2;III;s;;
sports field;Sportplatz;passiv;2/B2;III;s;;
to aim;zielen, anstreben, sich vornehmen;aktiv;2/B2;III;v;Karla always aims to do her best.;
compulsory;vorgeschrieben, obligatorisch, hier: Pflicht-;passiv;2/B2;III;a;;
to provide;bereitstellen, bieten, liefern;passiv;2/B2;III;v;;
atmosphere;Atmosphäre, Stimmung;passiv;2/B2;III;s;;
boarder;Internatsschüler/in;passiv;2/B2;III;s;;
leisure (no pl);Freizeit(-);passiv;2/B2;III;s;;
dorm (= dormitory) (informal);Schlafsaal;aktiv;2/B2;III;s;Five girls share a dormitory. That’s where they all sleep.;
form;Klasse, Jahrgangsstufe;aktiv;2/B2;III;s;Joe is in the same form as his friends.;
single;einzige(r, s), hier: Einzel-;aktiv;2/B2;III;a;single = for one person;
double;doppelt, hier: Doppel-;aktiv;2/B2;III;a;double = for two people;
academic;akademisch, wissenschaftlich;passiv;2/B2;III;a;;
to make the most of sth (irr);das Beste aus etw machen/herausholen;aktiv;2/B2;III;ph;Make the most of our beautiful lakes and go kayaking.;
climbing (no pl);Bergsteigen, Klettern;passiv;2/B2;III;s;;
caving (no pl);Höhlenwandern/-wanderung;passiv;2/B2;III;s;;
task;Aufgabe;aktiv;2/B2;III;s;It was a difficult task, but the team worked together to get it done.;
mountain walking (no pl);Bergwandern;passiv;2/B2;III;s;;
traditional;traditionell;passiv;2/B2;III;a;;
annual;jährlich, Jahres-;passiv;2/B2;III;a;annual = every year;
entry;Eintrag, hier: Eintritt;passiv;2/B2;III;s;;
selection;Auswahl;passiv;2/B2;III;s;;
scholarship;Stipendium;aktiv;2/B2;III;s;Joe has a scholarship, which means he doesn’t have to pay the school fees.;
headmaster;Schulleiter, Rektor, Direktor;aktiv;2/B2;III;s;Mr Jones is the headmaster of our school.;
to prefer;vorziehen, bevorzugen;aktiv;2/B2;III;v;Sam prefers apples to oranges. He likes them better.;
suitable;geeignet, passend, angemessen;aktiv;2/B2;III;a;Is the film suitable for children?;
